,comment,label
1254,when did amtrak begin operations ?,when
1255,when was john d. rockefeller born ?,when
1256,when was the congress of vienna ?,when
1257,when was franklin d. roosevelt stricken with polio ?,when
1258,what singer 's theme song was when the moon comes over the mountain ?,when
1259,when was the brandenburg gate in berlin built ?,when
1260,when did mount st. helens last erupt ?,when
1261,when was child labor abolished ?,when
1262,when was the hoover dam constructed ?,when
1263,"when not adventuring on rann , what does adam strange call his profession ?",when
1264,when was the first practical commercial typewriter marketed ?,when
1265,when did the chernobyl nuclear accident occur ?,when
1266,when was general manuel noriega ousted as the leader of panama and turned over to u.s. authorities ?,when
1267,when did thatcher become prime minister ?,when
1268,when was florida admitted into the union ?,when
1269,who portrayed the cowardly lion in the wizard of oz ?,who
1270,who was the first king of england ?,who
1271,who killed kurt cobain ?,who
1272,who created the monster in mary shelley 's novel frankenstein ?,who
1273,who was the first man to return to space ?,who
1274,who gave abbie hoffman his first dose of lsd ?,who
1275,who shot billy the kid ?,who
1276,who played sally rogers on the dick van dyke show ?,who
1277,who is the mathematician that won the noble prize for literature in 1950 ?,who
1278,who 's baby was sweet pea on the popeye cartoon ?,who
1279,"who did arthur h. bremer try to assassinate on may 15 , 1972 ?",who
1280,whom did friz freleng add to the warner bros. cartoon ranks ?,unknown
1281,who was shakespeare 's moorish general ?,who
1282,who taught matt murdock to use his extraordinary abilities in marvel comics ?,who
1283,who famously rode to warn the people of massachusetts that the british were coming ?,who
1284,who commanded the french forces at the battle of orleans ?,who
1285,who led the opposition when konrad adenauer was chancellor in germany ?,who
1286,who turned all he touched to gold ?,who
1287,who plays shortstop for charlie brown 's baseball team ?,who
1288,who was the most famous food editor of the new york times ?,who
1289,who was the last u.s. president to reinstate selective service registration ?,who
1290,who lived on the shores of the gitchee gumee river ?,who
1291,who is section manager for guidance and control systems at jpl ?,who
1292,who should i call to get a tour of the new york stock exchange ?,who
1293,who portrayed w.c. fields in the film w.c. fields and me ?,who
1294,who built the first successful stern wheel steamboat ?,who
1295,who was hitler 's minister of propaganda ?,who
1296,who was the first doctor to successfully transplant a liver ?,who
1297,who was the lawyer for randy steven craft ?,who
1298,who is reputed to be the greatest maker of violins ?,who
1299,who sued the dannon yougurt company for using a character named ron raider for promotion ?,who
1300,who was the first jockey to ride two triple crown winners ?,who
1301,who wrote brave new world ?,who
1302,who wrote unsafe at any speed ?,who
1303,"who created the world wide web , www ?",who
1304,who were leaders of the byzantine empire ?,who
1305,who was the first president to appoint a woman to head a cabinet ?,who
1306,who built the first pyramid ?,who
1307,who is the nebbish that is marvel 's official mascot ?,who
1308,who sang the song `` hooked on a feeling '' in the dancing baby episode of `` ally mcbeal '' ?,who
1309,"who was the columbia pictures head who forged actor cliff robertson 's name on a $1 , 000 check ?",who
1310,who was damocles ?,who
1311,whose biography by maurice zolotow is titled shooting star ?,unknown
1312,who was the first american citizen awarded the albert medal of the society of arts ?,who
1313,who founded the unification church ?,who
1314,who invented the lawnmower ?,who
1315,who shared a new york city apartment with roger maris the year he hit 61 home runs ?,who
1316,who is the director of intergovernmental affairs for the san diego county ?,who
1317,who directed the first woody woodpecker cartoon ?,who
1318,who killed lee harvey oswald ?,who
1319,who was red grange ?,who
1320,who invented the fax machine ?,who
1321,who wrote the poem that starts `` i love your lips when they 're wet with wine and red with a warm desire '' ?,who
1322,who was santos-dumont ?,who
1323,who is rocky 's and bullwinkle 's ever-lost friend ?,who
1324,who is robin williams ?,who
1325,who thought he 'd never see a poem lovely as a tree ?,who
1326,who created `` the muppets '' ?,who
1327,who else was considered for the role of luke skywalker when george lucas was casting for star wars ?,who
1328,who was the king who signed the magna carta ?,who
1329,who is the leader of india ?,who
1330,who is the prophet that is most connected to the dead sea ?,who
1331,who wrote `` the pit and the pendulum '' ?,who
1332,who is the incredible hulk in reality ?,who
1333,who are the presidents of mexico and indonesia ?,who
1334,who played al jolson in the jolson story ?,who
1335,who played emperor palpatine in star wars ?,who
1336,"whose husbands have included conrad hilton jr. , and michael wilding ?",unknown
1337,who is king in alley oop 's home of moo ?,who
1338,who invented the stock ticker in 1870 ?,who
1339,who wrote the bible ?,who
1340,who is henry butler ?,who
1341,who made the first airplane ?,who
1342,who was the first black to be head coach of a major league pro sports team ?,who
1343,"who is john macarthur , 1767-1834 ?",who
1344,who is peter weir ?,who
1345,who held the endurance record for women pilots in 1929 ?,who
1346,who are woody woodpecker 's niece and nephew ?,who
1347,who created maudie frickett ?,who
1348,who was the first english circumnavigator of the globe ?,who
1349,who made the largest cocaine seizure in ventura county history ?,who
1350,who liberated 19th century sicily and naples ?,who
1351,who appointed the chair of the federal reserve ?,who
1352,who is samuel f. pickering ?,who
1353,who founded the modern theory of probability ?,who
1354,who 's the king of swing ?,who
1355,who won the 1968 california democratic primary ?,who
1356,who spoke the only word in mel brooks 's silent movie ?,who
1357,who was the first russian astronaut to walk in space ?,who
1358,who wrote ` dubliners ' ?,who
1359,who is malaysia 's 43rd prime minister ?,who
1360,who founded the first aerodynamics laboratory in 1912 ?,who
1361,who said `` give me liberty or give me death '' ?,who
1362,who invented the pull-tab opener on cans ?,who
1363,whose acceptance speech of more than 3 minutes prompted a time limit on academy award thank-yous ?,unknown
1364,who declared : `` i think i 'll go out and milk the elk '' ?,who
1365,who was the actor who played sam in the movie casablanca ?,who
1366,who makes chicken `` finger lickin '' good ?,who
1367,who accompanied space ghost on his missions ?,who
1368,who was israel 's first prime minister ?,who
1369,who is desmond tutu ?,who
1370,who was the first person to study the stars ?,who
1371,"who is the author of the book , `` the iron lady : a biography of margaret thatcher '' ?",who
1372,who did doris day mean when she said : `` i call him ernie because he 's certainly no rock '' ?,who
1373,who is the owner of cnn ?,who
1374,who markets spaghetti-o 's ?,who
1375,who co-starred with julie andrews in mary poppins ?,who
1376,who was ezra taft benson ?,who
1377,who is pia zadora 's millionaire husband and mentor ?,who
1378,who was the first american world chess champion ?,who
1379,who was the last woman executed in england ?,who
1380,who is prince naseem hamed ?,who
1381,who made the first airplane that could fly ?,who
1382,who was international olympic committee chairman at the 1936 summer games ?,who
1383,does this come with power cord and dishwasher hook up ?,affirmation
1384,will this one work to replace the badger 1 1/3 hp ?,affirmation
1385,is there a connection for the dish washer ?,affirmation
1386,can these be used for gas stove burner ?,affirmation
1387,is this for electric stoves ?,affirmation
1388,can you bake corn bread on this without it burnding. ?,affirmation
1389,can this be used on gas stove when making polenta which needs low heat. ?,affirmation
1390,do these work on induction cooktops ?,affirmation
1391,will this keep pour-over coffee carafe contents warmed atop a gas range flame ?,affirmation
1392,can this be used on gas stove when making polenta which needs low heat. ?,affirmation
1393,do these work on induction cooktops ?,affirmation
1394,can more than one water source be tested ?,affirmation
1395,does it have a colour indicator ?,affirmation
1396,is there an expiration date on any of the tests ?,affirmation
1397,does it test coliform/ e. coli ??,affirmation
1398,does this test forlead ?,affirmation
1399,could i pay 1 shipping price if you bundle it ?,affirmation
1400,is this model for the #1855 holmes humidifier ?,affirmation
1401,does it work with kenmore humidifier?,affirmation
1402,do i need to tear off the black outside before i put the new filter into the machine ?,affirmation
1403,does this filter fit the holmes hm5100 ?,affirmation
1404,can this filter remove all mold spores ?,affirmation
1405,is this the same bulb as the euv-13b ?,affirmation
1406,does it fit vicks v3900 humidifier ?,affirmation
1407,will these range replacement knobs fit a tappan electric stove ?,affirmation
1408,do you have replacement knobs for hotpoint stove ?,affirmation
1409,will this fit thermador (oem: bosch) older cooktop?,affirmation
1410,does it have screens in place where the vents are to prevent lint from blowing out of the vent holes ?,affirmation
1411,can it be used for a gas drier ?,affirmation
1412,will the ltf lint dryer kit work on a gas dryer ?,affirmation
1413,does it have a backlight ?,affirmation
1414,is it possible to calibrate ?,affirmation
1415,"it's written that the dimensions are 7x7x4inches, is it right?",affirmation
1416,is it accurate ?,affirmation
1417,is there a lag time after you take it out of the box before it starts to work ?,affirmation
1418,could this be used outside in a enclosed patio and work accurately throughout the seasons ?,affirmation
1419,does this monitor read humidity levels below 16% ?,affirmation
1420,can it be wall mounted ?,affirmation
1421,has anyone used this on a brick driveway ?,affirmation
1422,does this pick up dust without blowing it out the bag ?,affirmation
1423,will this work on my astro turf sun deck for picking up bugs and leaves ?,affirmation
1424,will this work on astro turf to pick up small bugs and leaves ?,affirmation
1425,would this pick up pine needles on a lawn ?,affirmation
1426,does this fit the model 89q ?,affirmation
1427,does this filter work on all style 8 ?,affirmation
1428,does this fit ed11 600 device ?,affirmation
1429,are there six filters for the price shown ?,affirmation
1430,does it fit pf sw2mdca ss ?,affirmation
1431,will it work with gfe29hmdaes?,affirmation
1432,is this possible ?,affirmation
1433,can this filter be used under a sink ?,affirmation
1434,is this antimicrobial ?,affirmation
1435,are these lead free ?,affirmation
1436,"is this considered a ""fill hose"" ?",affirmation
1437,can it be settled on a bathtub ?,affirmation
1438,can i install on wall ?,affirmation
1439,is this easier to pull out than the plastic stopper ?,affirmation
1440,does this freezer automatically defrost ?,affirmation
1441,does this come with the case ?,affirmation
1442,does this have a cello tuner setting ?,affirmation
1443,is this appliance quiet enough to keep in the house as a spare?,affirmation
1444,does this protect from chemicals ?,affirmation
1445,can show temperature in celsius degrees ?,affirmation
1446,do they come in different sizes ?,affirmation
1447,can this model 1 cubic handle a king size sheet set ?,affirmation
1448,can it be installed with a copper sink ?,affirmation
1449,does it accommodate a dishwasher ?,affirmation
1450,can these be recycled some way ?,affirmation
1451,which water filter cap replacement (white color) should i use for this filter ?,affirmation
1452,does this model have the damper included for the seven inch duct ?,affirmation
1453,can an extended warranty be purchased for this product ?,affirmation
1454,is the freezer frost free ?,affirmation
1455,could someone give me the dimensions ?,affirmation
1456,are these drip pans dishwasher safe ?,affirmation
1457,do these cooktops require 220 outlet ?,affirmation
1458,will this work to connect a wgd9200sq0 to a wfw9150ww00 washer ?,affirmation
1459,does it work for whirlpool duet ht - washer/dryer from 2005 ?,affirmation
1460,does the old stack kit fit on the new washer and old dryer ?,affirmation
1461,is this downdraft ventilation ?,affirmation
1462,does the stainless steel trim get scratched by the cookware ?,affirmation
1463,would this work with the whirlpool duet sports front load washer and dryers ?,affirmation
1464,is it made in usa ?,affirmation
1465,is the cooking grate removable ?,affirmation
1466,can the cooking grate be removed from the ring ?,affirmation
1467,are the last two numbers the gal ?,affirmation
1468,can you verify the dimensions for me ?,affirmation
1469,can this tank be used for black water ?,affirmation
1470,can you use on a airplane ?,affirmation
1471,will it fit a 10 ft. ceiling?,affirmation
1472,are the lights dimmable?,affirmation
1473,do you ship item to pr?,affirmation
1474,can i just throw them in trash ?,affirmation
1475,are they made in the usa ?,affirmation
1476,do you sell an extension kit available for 10' ceilings ?,affirmation
1477,is it loud ?,affirmation
1478,can it be cut to fit ?,affirmation
1479,can it be removed ?,affirmation
1480,does this hose have one ?,affirmation
1481,can i get it in india ?,affirmation
1482,would this work on a 2008 ford edge with a naked roof ?,affirmation
